"severity","condition","cvss2_score","external_references","updated","published","Name","Architecture","cvss3_score","Version","detection_time","cve","Title"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21804"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21804""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21804","CVE-2023-21804 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21802"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21802""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21802","CVE-2023-21802 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21801"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21801""]","2023-03-14","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21801","CVE-2023-21801 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21799"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21799""]","2023-02-24","2023-02-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21799","CVE-2023-21799 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21798"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21798""]","2023-02-24","2023-02-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21798","CVE-2023-21798 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21797"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21797""]","2023-02-24","2023-02-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21797","CVE-2023-21797 affects Windows Server 2022"
"Medium","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21776"",""http://packetstormsecurity.com/files/172300/Windows-Kernel-CmpDoReDoCreateKey-CmpDoReOpenTransKey-Out-Of-Bounds-Read.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21776""]","2023-05-11","2023-01-10","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21776","CVE-2023-21776 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21774"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21774""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21774","CVE-2023-21774 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21773"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21773""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21773","CVE-2023-21773 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21772"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21772""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21772","CVE-2023-21772 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21771"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21771""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21771","CVE-2023-21771 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21769"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21769""]","2023-04-19","2023-04-11","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21769","CVE-2023-21769 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21768"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21768""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21768","CVE-2023-21768 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21767"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21767""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21767","CVE-2023-21767 affects Windows Server 2022"
"Medium","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21766"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21766""]","2023-04-27","2023-01-10","Windows Server 2022","x64",4.7,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21766","CVE-2023-21766 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21765"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21765""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21765","CVE-2023-21765 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21760"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21760""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.1,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21760","CVE-2023-21760 affects Windows Server 2022"
"Low","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21759"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21759""]","2023-04-27","2023-01-10","Windows Server 2022","x64",3.3,"10.0.20348","2023-07-31T07:22:31+00:00","CVE-2023-21759","CVE-2023-21759 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21758"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21758""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21758","CVE-2023-21758 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21757"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21757""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21757","CVE-2023-21757 affects Windows Server 2022"
"High","KB5028171 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21756"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21756""]","2023-07-13","2023-07-11","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21756","CVE-2023-21756 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21754"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21754""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21754","CVE-2023-21754 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21750"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21750""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.1,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21750","CVE-2023-21750 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21749"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21749""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21749","CVE-2023-21749 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21748"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21748""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21748","CVE-2023-21748 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21747"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21747""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21747","CVE-2023-21747 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21746"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21746""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21746","CVE-2023-21746 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21733"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21733""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21733","CVE-2023-21733 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21732"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21732""]","2023-04-27","2023-01-10","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21732","CVE-2023-21732 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21730"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21730""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21730","CVE-2023-21730 affects Windows Server 2022"
"Medium","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21729"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21729""]","2023-04-19","2023-04-11","Windows Server 2022","x64",5.3,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21729","CVE-2023-21729 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21728"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21728""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21728","CVE-2023-21728 affects Windows Server 2022"
"High","KB5025230 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21727"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21727""]","2023-04-19","2023-04-11","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21727","CVE-2023-21727 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21726"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21726""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21726","CVE-2023-21726 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21724"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21724""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21724","CVE-2023-21724 affects Windows Server 2022"
"High","KB5019080 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21712"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21712""]","2023-05-09","2023-04-27","Windows Server 2022","x64",8.1,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21712","CVE-2023-21712 affects Windows Server 2022"
"Critical","KB5023786 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21708"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21708""]","2023-03-23","2023-03-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21708","CVE-2023-21708 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21702"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21702""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21702","CVE-2023-21702 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21701"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21701""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21701","CVE-2023-21701 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21700"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21700""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21700","CVE-2023-21700 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21695"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21695""]","2023-02-23","2023-02-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21695","CVE-2023-21695 affects Windows Server 2022"
"Medium","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21694"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21694""]","2023-02-23","2023-02-14","Windows Server 2022","x64",6.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21694","CVE-2023-21694 affects Windows Server 2022"
"Medium","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21693"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21693""]","2023-03-14","2023-02-14","Windows Server 2022","x64",5.7,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21693","CVE-2023-21693 affects Windows Server 2022"
"Critical","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21692"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21692""]","2023-02-24","2023-02-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21692","CVE-2023-21692 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21691"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21691""]","2023-02-24","2023-02-14","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21691","CVE-2023-21691 affects Windows Server 2022"
"Critical","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21690"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21690""]","2023-02-24","2023-02-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21690","CVE-2023-21690 affects Windows Server 2022"
"Critical","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21689"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21689""]","2023-02-24","2023-02-14","Windows Server 2022","x64",9.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21689","CVE-2023-21689 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21688"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21688""]","2023-02-23","2023-02-14","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21688","CVE-2023-21688 affects Windows Server 2022"
"Medium","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21687"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21687""]","2023-02-23","2023-02-14","Windows Server 2022","x64",5.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21687","CVE-2023-21687 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21686"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21686""]","2023-02-23","2023-02-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21686","CVE-2023-21686 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21685"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21685""]","2023-02-23","2023-02-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21685","CVE-2023-21685 affects Windows Server 2022"
"High","KB5022921 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21684"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21684""]","2023-03-14","2023-02-14","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21684","CVE-2023-21684 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21683"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21683""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.5,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21683","CVE-2023-21683 affects Windows Server 2022"
"Medium","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21682"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21682""]","2023-04-27","2023-01-10","Windows Server 2022","x64",5.3,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21682","CVE-2023-21682 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21681"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21681""]","2023-04-27","2023-01-10","Windows Server 2022","x64",8.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21681","CVE-2023-21681 affects Windows Server 2022"
"High","KB5022291 patch is not installed",0,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21680"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21680""]","2023-04-27","2023-01-10","Windows Server 2022","x64",7.8,"10.0.20348","2023-07-31T07:22:32+00:00","CVE-2023-21680","CVE-2023-21680 affects Windows Server 2022"
